Name,Title,Source,Published At,Link,Sentiment,Activity,Description,Unnamed: 0,Scheme/Initiative,Description.1,Unnamed: 2,Name ,Initiative,No.
Mayawati,"Rare bonhomie: SP chief Akhilesh Yadav defends Mayawati, sparks speculations","{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/24/2024, 11:19 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/lucknow/sp-chief-defends-mayawati-against-bjp-mlas-derogatory-remarks/articleshow/112772991.cms,positive,Advocacy for Social Justice,"Mayawati has consistently fought for policies that promote social justice, particularly for Scheduled Castes, Scheduled Tribes, and Other Backward Classes (OBCs).",,,,,,,
Mayawati,The BJP MLA whose remarks saw Akhilesh spring to Mayawati Ã¢ÂÂdefenceÃ¢ÂÂ is rising Jat face of west UP,"{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ', 'authors': ['Maulshree Seth']}","08/27/2024, 05:27 AM, +0000 UTC",https://indianexpress.com/article/political-pulse/bjp-mla-remark-akhilesh-mayawati-defence-jat-west-up-9535112/,positive,Criticism of Reservation Policy Changes,"She has opposed any changes to reservation policies that could adversely affect the interests of Dalits and other marginalized groups, emphasizing the need for protection of existing rights.",,,,,,,
Mayawati,"Mayawati unanimously re-elected Bahujan Samaj Party president, targets BJP, Congress","{'name': 'Deccan Herald', 'icon': 'https://lh3.googleusercontent.com/vx6XRVNJWUlNOJ3yf1IzadkFok5xsOVLj6KyxSazaJpeS3nMoRdtRNuZAQZh_2zBWfdBl08EpA', 'authors': ['sanjay pandey']}","08/27/2024, 09:55 AM, +0000 UTC",https://www.deccanherald.com/india/uttar-pradesh/mayawati-unanimously-re-elected-bahujan-samaj-party-president-3165789,negative,Support for Women's Reservation in Parliament,"Advocated for a bill to reserve seats for women in Parliament, aiming to enhance women's representation in legislative bodies.",,,,,,,
Mayawati,'Strict steps' needed to prevent crime against women: Mayawati,"{'name': 'NewsDrum', 'icon': 'https://lh3.googleusercontent.com/IZka_t7cHDEcxptHN8xI_psgmvk_iGHN-Yfg7drdHX66MuBVHMCPX6eVQyngVU0CFt_nFBT5'}","08/29/2024, 05:25 AM, +0000 UTC",https://www.newsdrum.in/national/strict-steps-needed-to-prevent-crime-against-women-mayawati-6934426,positive,"Launched ""Sambidhan Diwas""","Initiated celebrations for ""Sambidhan Diwas"" (Constitution Day) to promote awareness of the Constitution and its values, particularly among Dalit communities.",,,,,,,
Mayawati,Ã¢ÂÂBJP has always respected MayawatiÃ¢ÂÂ,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/25/2024, 11:30 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/lucknow/bjps-respect-for-mayawati-a-history-of-support-and-collaboration/articleshow/112790541.cms,positive,Addressed Economic Inequality,"Mayawati has spoken out against economic inequality in India, advocating for policies that ensure equitable distribution of resources and opportunities for all sections of society.",,,,,,,
Mayawati,BJP MLA's 'Defamatory' Remark Against Mayawati Draws Akhilesh Yadav's Ire,"{'name': 'ABP Live', 'icon': 'https://lh3.googleusercontent.com/NsnRxFx-c7TlajNqq1TGwMvsPqxNGY-H7l_ZvQr3ahYj42UbD7MG9mkLWTZQrvqRtf8hADIF'}","08/25/2024, 02:59 AM, +0000 UTC",https://news.abplive.com/states/up-uk/akhilesh-yadav-demands-defamatory-action-against-bjp-mla-rajesh-chaudhary-over-remark-against-mayawati-1712530,positive,Engaged in Coalition Politics,"Mayawati has engaged in coalition politics at various times, forming alliances with other parties to strengthen her position in negotiations and governance.",,,,,,,
Mayawati,"Mayawati demands action against BJP MLA Rajesh Chaudhary, says, 'if mentally ill then...'","{'name': 'India TV News', 'icon': 'https://lh3.googleusercontent.com/OVqng4wcwcfJNUJSl702U0HdHxScvqzKnYGqp_jpyjKJNPojel1HOS-5fz7GLLV0MTwjMv42yw', 'authors': ['Vaidehi Jahagirdar']}","08/24/2024, 07:09 AM, +0000 UTC",https://www.indiatvnews.com/uttar-pradesh/bsp-chief-mayawati-demands-action-against-bjp-mla-rajesh-chaudhary-says-if-mentally-ill-then-latest-updates-2024-08-24-948475,positive,Criticized the BJP's Economic Policies,"She has been a vocal critic of the BJP's economic policies, arguing that they disproportionately benefit the wealthy while neglecting the poor and marginalized communities.",,,,,,,
Mayawati,Mayawati re-elected national president of Bahujan Samaj Party,"{'name': 'The Tribune India', 'icon': 'https://lh3.googleusercontent.com/InthoO-N7kTwYlzIGRKhiyr8hH7YoMFSFzszQZQI8B7wYABI8oebHMGOIogRK1BTiQgCxxn7uGc'}","08/27/2024, 10:33 AM, +0000 UTC",https://www.tribuneindia.com/news/india/mayawati-re-elected-national-president-of-bahujan-samaj-party/,positive,Advocated for Land Rights for Farmers,"Mayawati has consistently supported land rights for farmers, opposing any policies that would lead to displacement without adequate compensation.",,,,,,,
Mayawati,"BJP, others saved me from SPÃ¢ÂÂs criminal elements, Cong still rattled: Maya","{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/27/2024, 11:45 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/lucknow/mayawati-accuses-congress-of-inaction-during-sp-attack-in-1995/articleshow/112850464.cms,positive,Participated in Legislative Debates,"Actively participated in debates in both the Lok Sabha and Rajya Sabha, raising issues concerning social justice, development, and the rights of marginalized communities.",,,,,,,
Mayawati,Delhi confidential: Surprise Support,"{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ'}","08/25/2024, 09:32 PM, +0000 UTC",https://indianexpress.com/article/delhi-confidential/mayawati-akhilesh-yadav-team-bua-bhatija-lok-sabha-polls-2019-defamation-case-9533078/,positive,"Launched ""Dalit Samaj Dhamaka"" campaign",Initiated campaigns to raise awareness about the issues faced by Dalits and to mobilize support for the BSP in elections.,,,,,,,
Mayawati,Ã¢ÂÂOnly BSP true well-wisher of DalitsÃ¢ÂÂ,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/27/2024, 11:15 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/lucknow/mayawati-asserts-bsp-as-sole-supporter-of-dalits/articleshow/112849665.cms,positive,Criticized the Handling of Law and Order Issues,"She has frequently criticized the state and central governments for their handling of law and order issues, particularly regarding violence against Dalits and women.",,,,,,,
Mayawati,No intention of retiring from active politics: Mayawati,"{'name': 'United News of India', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=http://www.uniindia.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/26/2024, 09:09 AM, +0000 UTC",http://www.uniindia.com/news/north/no-intention-of-retiring-from-active-politics-mayawati/3269774.html,negative,Engaged with International Organizations,Mayawati has engaged with international organizations to raise awareness about Dalit issues and to seek support for social justice initiatives.,,,,,,,
Mayawati,Ã¢ÂÂAnti-reservation partiesÃ¢ÂÂ: Mayawati slams Congress-SP alliance,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}","08/25/2024, 08:42 AM, +0000 UTC",https://www.hindustantimes.com/india-news/antireservation-parties-mayawati-slams-congress-sp-alliance-101724570795702.html,neutral,"Supported the ""Right to Education"" Act","Advocated for the implementation of the Right to Education Act, emphasizing the importance of education for all, especially for marginalized groups.",,,,,,,
Mayawati,Mayawati re-elected BSP chief for 6th time,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/27/2024, 04:21 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/lucknow/mayawati-re-elected-bsp-chief-for-6th-time/articleshow/112844705.cms,positive,Launched Campaigns Against Caste Discrimination,Mayawati has initiated campaigns aimed at eliminating caste discrimination and promoting equality in society.,,,,,,,
Mayawati,Akhilesh Yadav demands defamation case against BJP MLA for remarks on Mayawati,"{'name': 'Moneycontrol', 'icon': 'https://lh3.googleusercontent.com/EhgJfcqc741i6MuCdraj7h6JokSPSRGPEJkf66ZsOSBqDdyD_0iY-yBx_VMGu3t92Mezztp_i0g'}","08/24/2024, 07:21 AM, +0000 UTC",https://www.moneycontrol.com/news/india/akhilesh-yadav-demands-defamation-case-against-bjp-mla-for-remarks-on-mayawati-12805747.html,positive,Criticized the Central Government's Handling of COVID-19,"She has been critical of the central government's response to the COVID-19 pandemic, particularly regarding the impact on marginalized communities.",,,,,,,
Mayawati,Interests of SC/ ST safe only in hands of Ambedkarite BSP: Mayawati,"{'name': 'Business Standard', 'icon': 'https://lh3.googleusercontent.com/AT8iZRL6eUcqE6QveDcDvxkWRmUmyT_OzkkVmZ20YRlylJqSMypckPekPjhINXiSTA47GzKicg'}","08/23/2024, 07:47 AM, +0000 UTC",https://www.business-standard.com/politics/interests-of-sc-st-safe-only-in-hands-of-ambedkarite-bsp-mayawati-124082300389_1.html,neutral,Engaged in Discussions on Urban Development,"Participated in discussions regarding urban development policies, advocating for inclusive growth that benefits all sections of society, particularly the poor.",,,,,,,
Mayawati,Mayawati re-elected as national president of Bahujan Samaj Party,"{'name': 'The Financial Express', 'icon': 'https://lh3.googleusercontent.com/7Pto2nueu4Ypd82Lbwt-H8zc7N11NtU3pdvipt8Y5bjvxZT2a5nXJ1N4gcwQ-eUIGRfvaGtl'}","08/27/2024, 10:44 AM, +0000 UTC",https://www.financialexpress.com/india-news/mayawati-re-elected-as-national-president-of-bahujan-samaj-party/3593776/,neutral,Launched Skill Development Initiatives,"Mayawati has promoted skill development initiatives to enhance employability among youth from marginalized communities, supporting economic empowerment.",,,,,,,
Mayawati,"'Be cautious of such double standards': Mayawati blasts Congress for ignoring Ambedkar, asks Rahul Gandhi...","{'name': 'Business Today', 'icon': 'https://lh3.googleusercontent.com/bj4kVNBXXhPMnTj1l3nrI-Hia0ylTCxzt0reKbNeUBjgEnqdbNQJMxrGHd9sQ1NV7wnDRNARRZ8'}","08/25/2024, 05:45 AM, +0000 UTC",https://www.businesstoday.in/india/story/be-cautious-of-such-double-standards-mayawati-blasts-rahul-gandhi-asks-why-congress-didnt-conduct-caste-census-442911-2024-08-25,positive,Advocated for Housing Rights for the Urban Poor,"She has supported policies to provide housing rights and improve living conditions for the urban poor, emphasizing the need for affordable housing.",,,,,,,
Mayawati,"Mayawati Attacks SP, Congress; Leaves BJP Out: What's Happening In Uttar Pradesh?","{'name': 'Swarajya', 'icon': 'https://lh3.googleusercontent.com/DJ1tfGI5GDm3c6f4wmGLpHd7ggTYWZKHPY7IND5zNOBNnEFLmrGU64j4kBcCS5N8WRdPG6keRtE', 'authors': ['Nishtha Anushree']}","08/26/2024, 11:08 AM, +0000 UTC",https://swarajyamag.com/politics/mayawati-attacks-sp-congress-leaves-bjp-out-whats-happening-in-uttar-pradesh,positive,Criticized the Central Government's Economic Reforms,Mayawati has expressed concerns about economic reforms that she believes favor corporate interests at the expense of the common people and marginalized communities.,,,,,,,
Mayawati,"No plans to retire, will lead BSP till the end: BSP chief","{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['Ht Correspondent']}","08/26/2024, 01:55 PM, +0000 UTC",https://www.hindustantimes.com/cities/lucknow-news/no-plans-to-retire-will-lead-bsp-till-the-end-bsp-chief-101724680533718.html,neutral,Engaged in Youth Outreach Programs,"Launched programs targeting youth engagement in politics and governance, encouraging young people from marginalized backgrounds to participate actively in democratic processes.",,,,,,,
Mayawati,'Why mum on creamy layer in SC/ST quotas?': Mayawati flays Congress on caste census,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/26/2024, 04:10 AM, +0000 UTC",https://timesofindia.indiatimes.com/india/why-mum-on-creamy-layer-in-sc/st-quotas-mayawati-flays-congress-on-caste-census/articleshow/112793420.cms,positive,Supported Initiatives for Cultural Preservation,"Advocated for the preservation of Dalit culture and history, promoting awareness and respect for the contributions of Dalit communities to Indian society.",,,,,,,
Mayawati,"Akhilesh springs to Mayawati's defence, sparks speculation","{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE', 'authors': ['pervez siddiqui']}","08/24/2024, 10:47 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/lucknow/akhilesh-springs-to-mayawatis-defence-sparks-speculation/articleshow/112771730.cms,positive,Criticized the BJP's Approach to Minority Rights,"She has consistently criticized the BJP for what she views as neglect and discrimination against minority communities, advocating for inclusive policies that respect all citizens' rights.",,,,,,,
Mayawati,Maya re-elected BSP national president,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['Ht Correspondent']}","08/28/2024, 01:48 AM, +0000 UTC",https://www.hindustantimes.com/cities/lucknow-news/maya-re-elected-bsp-national-president-101724784740215.html,neutral,Participated in Environmental Awareness Campaigns,"Mayawati has engaged in campaigns aimed at raising awareness about environmental issues, particularly those affecting marginalized communities.",,,,,,,
Mayawati,"BJP must act, or get him treated for mental issues: BSP national president Mayawati on MLAÃ¢ÂÂs remark","{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/24/2024, 11:46 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/lucknow/mayawati-demands-action-against-bjp-mla-for-calling-her-corrupt/articleshow/112773374.cms,positive,"Launched ""BSP Ki Baat"" Campaign","Initiated a communication campaign to connect with voters and present the BSP's vision and policies, ensuring grassroots engagement.",,,,,,,
Mayawati,Uttar Pradesh: BJP MLA Rajesh Chaudharys Remarks On Mayawati Spark Political Controversy; Akhilesh Yadav,"{'name': 'Free Press Journal', 'icon': 'https://lh3.googleusercontent.com/XJhBL8FmTH0ASb8pC7AggSmc9Ew-HsK3meVVTTPPxm1AeUa9qHTzomVYgr9O1ZuQN-_znix4ww', 'authors': ['Biswajeet Banerjee']}","08/24/2024, 12:29 PM, +0000 UTC",https://www.freepressjournal.in/india/uttar-pradesh-bjp-mla-rajesh-chaudharys-remarks-on-mayawati-spark-political-controversy-akhilesh-yadav-demands-action-video,positive,Advocated for the Implementation of the Forest Rights Act,Mayawati has supported the implementation of the Forest Rights Act to ensure that tribal communities receive recognition and rights over their traditional lands.,,,,,,,
Mayawati,"Mayawati invokes 1995 attack on her to target Congress, SP","{'name': 'India TV News', 'icon': 'https://lh3.googleusercontent.com/OVqng4wcwcfJNUJSl702U0HdHxScvqzKnYGqp_jpyjKJNPojel1HOS-5fz7GLLV0MTwjMv42yw', 'authors': ['Raju Kumar']}","08/26/2024, 04:13 AM, +0000 UTC",https://www.indiatvnews.com/uttar-pradesh/mayawati-invokes-1995-attack-on-her-to-target-congress-sp-caste-based-census-bsp-chief-2024-08-26-948721,positive,Criticized the Privatization of Public Services,"She has opposed the privatization of essential public services, arguing that it leads to increased inequalities and neglects the needs of the poor.",,,,,,,
Mayawati,"Mayawati recalls 1995 guest house incident to slam SP, Congress","{'name': 'The Siasat Daily', 'icon': 'https://lh3.googleusercontent.com/NnIT09wxZM67ryObwUxkuEcAQFF2oAvk1S9lFWXK5yx4uDFnD1qWDkwydeEdu-ECd20FbLxAV34'}","08/26/2024, 07:41 AM, +0000 UTC",https://www.siasat.com/mayawati-recalls-1995-guest-house-incident-to-slam-sp-congress-3085068/,negative,Focused on Caste-Based Census,Advocated for a caste-based census to better understand the demographics of marginalized communities and ensure appropriate policy formulation.,,,,,,,
Mayawati,How Mayawati Killed 2 Birds With 1 Stone By Axing Her Political Heir Akash Anand,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","05/08/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/how-mayawati-killed-2-birds-with-1-stone-by-axing-her-political-heir-akash-anand-5616610,positive,"Supported the ""Bharat Ratna for B.R. Ambedkar"" Campaign",Advocated for the recognition of B.R. Ambedkar's contributions by pushing for the Bharat Ratna award to be conferred upon him posthumously.,,,,,,,
Mayawati,"SP, Congress against reservation, noquestion of alliance with them: Maya","{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/25/2024, 11:28 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/lucknow/mayawati-rules-out-alliance-with-sp-and-congress-over-reservation-issue/articleshow/112790521.cms,positive,Criticized the Central Government's Agricultural Policies,"Mayawati has been vocal against policies that she believes disadvantage farmers, particularly those from marginalized communities, advocating for fair pricing and support.",,,,,,,
Mayawati,Mayawati re-elected BSP President,"{'name': 'The Statesman', 'icon': 'https://lh3.googleusercontent.com/_wEAOpu_eVmJtYLcDxSNHW2y10hp3iiAbl_y8MzU7N3_P0eP_sz-olLI9rJdrajBLoqnvlw'}","08/27/2024, 10:07 AM, +0000 UTC",https://www.thestatesman.com/india/mayawati-re-elected-bsp-president-1503336256.html,positive,Launched Campaigns for Clean Drinking Water,"Initiated programs focused on providing access to clean drinking water, especially in rural and underserved urban areas, highlighting the importance of basic necessities.",,,,,,,
Mayawati,Delhi confidential: Better Rivals,"{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ'}","08/27/2024, 01:32 AM, +0000 UTC",https://indianexpress.com/article/delhi-confidential/akhilesh-yadav-mayawati-bsp-sp-bjp-abhaar-9534735/,negative,Engaged in Debates on Employment Generation,"Actively participated in discussions regarding employment generation, advocating for policies that create job opportunities for youth from disadvantaged backgrounds.",,,,,,,
Mayawati,"Mayawati attacks Congress, praises BJP on 1995 guest house incident","{'name': 'The Statesman', 'icon': 'https://lh3.googleusercontent.com/_wEAOpu_eVmJtYLcDxSNHW2y10hp3iiAbl_y8MzU7N3_P0eP_sz-olLI9rJdrajBLoqnvlw'}","08/26/2024, 07:54 AM, +0000 UTC",https://www.thestatesman.com/india/mayawati-attacks-congress-praises-bjp-on-1995-guest-house-incident-1503335818.html,negative,Criticized Political Violence,"Mayawati has condemned political violence and called for peaceful political discourse, emphasizing the need for a safe environment for all political parties.",,,,,,,
Mayawati,"Mayawati re-elected as BSP president, plays down electoral reverses","{'name': 'The Siasat Daily', 'icon': 'https://lh3.googleusercontent.com/NnIT09wxZM67ryObwUxkuEcAQFF2oAvk1S9lFWXK5yx4uDFnD1qWDkwydeEdu-ECd20FbLxAV34'}","08/27/2024, 12:58 PM, +0000 UTC",https://www.siasat.com/mayawati-re-elected-as-bsp-president-plays-down-electoral-reverses-3085774/,positive,Supported the Implementation of the Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),"Advocated for the effective implementation of MGNREGA to ensure guaranteed employment and livelihood for rural populations, especially during economic crises.",,,,,,,
Mayawati,Remark against Maya: MP calls for action against MLA,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/25/2024, 11:24 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/kanpur/mp-demands-action-against-mla-for-disrespectful-remark-on-mayawati/articleshow/112790461.cms,positive,Launched Initiatives for Digital Literacy,"Promoted digital literacy programs aimed at bridging the digital divide, particularly for women and marginalized communities, enhancing access to information and technology.",,,,,,,
Mayawati,"Mayawati removes nephew Akash Anand as political heir, national coordinator","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Mayank Kumar']}","05/08/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/mayawati-removes-nephew-akash-anand-as-political-heir-national-coordinator/article68150875.ece,positive,Criticized the Central Government's Handling of Public Health Issues,"Mayawati has been critical of the government's health policies, particularly during health crises, advocating for better healthcare infrastructure and access for all.",,,,,,,
Mayawati,Silence Of SP And Congress On SC/ST Quota Sub-Classification Reflects Their Anti-Reservation Mindset: Mayawati,"{'name': 'Swarajya', 'icon': 'https://lh3.googleusercontent.com/DJ1tfGI5GDm3c6f4wmGLpHd7ggTYWZKHPY7IND5zNOBNnEFLmrGU64j4kBcCS5N8WRdPG6keRtE', 'authors': ['Kuldeep Negi']}","08/24/2024, 08:42 AM, +0000 UTC",https://swarajyamag.com/news-brief/silence-of-sp-and-congress-on-scst-quota-sub-classification-reflects-their-anti-reservation-mindset-mayawati,positive,Engaged in Advocacy for Minority Rights,"Actively participated in discussions and initiatives aimed at protecting minority rights, focusing on issues faced by religious and ethnic minorities in India.",,,,,,,
Mayawati,Ready to make any sacrifice for BSP movement: Mayawati,"{'name': 'The Statesman', 'icon': 'https://lh3.googleusercontent.com/_wEAOpu_eVmJtYLcDxSNHW2y10hp3iiAbl_y8MzU7N3_P0eP_sz-olLI9rJdrajBLoqnvlw'}","08/27/2024, 01:35 PM, +0000 UTC",https://www.thestatesman.com/india/ready-to-make-any-sacrifice-for-bsp-movement-mayawati-1503336337.html,positive,Launched Campaigns for Women's Safety,"Initiated awareness campaigns and policy proposals aimed at improving women's safety and security in public spaces, addressing issues of violence against women.",,,,,,,
Mayawati,"Mayawati slams SP, Congress for silence on SCs, STs sub-classification","{'name': 'The New Indian Express', 'icon': 'https://lh3.googleusercontent.com/hWte0BJ1xCl-cX4jofsBrRSNYxtaACIMErvY6txAmCJJ9SLHM6l7L6Vo5DEk_R1CSnb2eVRL'}","08/24/2024, 08:00 AM, +0000 UTC",https://www.newindianexpress.com/nation/2024/Aug/24/mayawati-slams-sp-congress-for-silence-on-scs-sts-sub-classification-2,positive,Advocated for the Right to Information,"Supported the Right to Information Act as a tool for transparency and accountability in governance, emphasizing its importance for empowering citizens.",,,,,,,
Mayawati,Armstrong death: Mayawati demands CBI probe into murder case,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","07/07/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/tamil-nadu/bsp-supremo-mayawati-speaks-after-paying-tribute-to-armstrong-in-chennai-on-july-7-2024/article68377579.ece,positive,Criticized the Central Government's Education Policies,"Mayawati has criticized educational policies that, in her view, fail to address the needs of underprivileged students, advocating for equitable access to quality education.",,,,,,,
Mayawati,"Mayawati slams Congress, asks why it did not conduct national caste census during UPA govt","{'name': 'India TV News', 'icon': 'https://lh3.googleusercontent.com/OVqng4wcwcfJNUJSl702U0HdHxScvqzKnYGqp_jpyjKJNPojel1HOS-5fz7GLLV0MTwjMv42yw', 'authors': ['Raju Kumar']}","08/25/2024, 07:27 AM, +0000 UTC",https://www.indiatvnews.com/uttar-pradesh/mayawati-slams-congress-asks-why-it-did-not-conduct-national-caste-census-during-upa-govt-2024-08-25-948606,positive,Participated in Discussions on Health Infrastructure,"Engaged in debates on improving health infrastructure, advocating for increased funding and resources for healthcare facilities, particularly in rural areas.",,,,,,,
Mayawati,"Mayawati Slams Congress, SP; Vows No Alliances in Future Elections","{'name': 'Zee News', 'icon': 'https://lh3.googleusercontent.com/P5vKcqHxbTjjMEaSjW3C1GRPO79qiHDGtp7i6oGtkWPZ9qLDhYScK7Hwt4xqYs_3k58wRujHL2E'}","08/25/2024, 07:59 AM, +0000 UTC",https://zeenews.india.com/india/mayawati-slams-congress-sp-vows-no-alliances-in-future-elections-2782665.html,negative,Launched Initiatives for Disaster Management,"Advocated for better disaster management policies to protect vulnerable communities from natural disasters, emphasizing preparedness and response strategies.",,,,,,,
Mayawati,"Mayawati slams SP- Cong over reservation, says no truck with them in future","{'name': 'The Statesman', 'icon': 'https://lh3.googleusercontent.com/_wEAOpu_eVmJtYLcDxSNHW2y10hp3iiAbl_y8MzU7N3_P0eP_sz-olLI9rJdrajBLoqnvlw'}","08/25/2024, 11:57 AM, +0000 UTC",https://www.thestatesman.com/india/mayawati-slams-sp-cong-over-reservation-says-no-truck-with-them-in-future-1503335578.html,positive,Supported the Implementation of the National Food Security Act,"Mayawati has supported policies aimed at ensuring food security for all, particularly for marginalized communities, advocating for effective implementation of the National Food Security Act.",,,,,,,
Mayawati,Mayawati pins blame on Muslims for rout in LS polls: Ã¢ÂÂCommunity has not understood the BSPÃ¢ÂÂ,"{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ', 'authors': ['Lalmani Verma']}","06/05/2024, 07:00 AM, +0000 UTC",https://indianexpress.com/article/india/mayawati-muslims-lok-sabha-election-results-9373206/,negative,Criticized the Government's Approach to Climate Change,She has been vocal about the need for sustainable development practices and criticized government policies that neglect climate change and environmental protection.,,,,,,,
Mayawati,Akhilesh Yadav calls for defamatory case against BJP MLA for remarks on Mayawati,"{'name': 'India Today', 'icon': 'https://lh3.googleusercontent.com/KWKtiaerfOnNxQfpRY5T_b-A6Fl2r2RDpTumesYVdF8wcgqQiBklPObMDBVQ4DBDDWeKKewE'}","08/24/2024, 09:05 PM, +0000 UTC",https://www.indiatoday.in/india/story/akhilesh-yadav-mayawati-bsp-sp-bjp-mla-mant-rajesh-chaudhary-remarks-dalit-cm-uttar-pradesh-2587436-2024-08-25,negative,Engaged with Students and Youth Organizations,"Regularly interacts with student and youth organizations to promote political awareness and engagement among young people, encouraging their participation in governance.",,,,,,,
